date,renewable_energy_kwh,campus_energy_kwh,surplus_energy_kwh,peak_surplus_kw,valid_intervals,total_intervals,surplus_intervals,data_completeness
2023-04-24,1711.7997327078033,45404.76992771084,0.0,0.0,288,288,0,1.0
2023-04-27,14916.458999999999,48723.40866666666,0.0,0.0,288,288,0,1.0
2023-01-16,7378.362083333333,52359.95008333333,0.0,0.0,288,288,0,1.0
2022-11-12,7800.286249999999,38488.06291666666,0.0,0.0,288,288,0,1.0
2022-11-11,10975.106583333332,46157.35058333333,0.0,0.0,288,288,0,1.0
2022-11-10,15053.885416666666,48464.9215,0.0,0.0,288,288,0,1.0
2022-11-09,9376.666666666666,48512.62054166666,0.0,0.0,288,288,0,1.0
2022-11-05,4584.338833333333,38091.87416666666,0.0,0.0,288,288,0,1.0
2022-07-28,9196.545583333333,30101.13725,0.0,0.0,288,288,0,1.0
2022-10-04,12763.622333333333,37491.12416666666,0.0,0.0,288,288,0,1.0
2022-06-05,7353.49375,32760.15208333333,0.0,0.0,288,288,0,1.0
2022-03-11,34351.93670782549,0.0,0.0,,0,288,0,0.0
2023-11-15,9784.218166666666,55050.165875,0.0,0.0,288,288,0,1.0
2023-11-16,2865.0136666666667,55744.46158333333,0.0,0.0,288,288,0,1.0
2023-11-17,9228.33375,54042.744166666664,0.0,0.0,288,288,0,1.0
2023-11-18,11306.644416666666,49697.85058333333,0.0,0.0,288,288,0,1.0
2023-11-19,12583.537916666666,43415.069416666665,0.0,0.0,288,288,0,1.0
2023-12-26,6874.17425,36153.465,0.0,0.0,288,288,0,1.0
2022-09-30,11722.992333333334,36251.479166666664,0.0,0.0,288,288,0,1.0
2023-11-21,6781.454,61963.356499999994,0.0,0.0,288,288,0,1.0
2023-11-20,5336.577249999999,61454.133375,0.0,0.0,288,288,0,1.0
2023-11-24,14758.964083333332,54976.869166666664,0.0,0.0,288,288,0,1.0
2023-11-22,5476.19025,59165.27725,0.0,0.0,288,288,0,1.0
2023-11-26,1996.2923333333333,44344.41158333333,0.0,0.0,288,288,0,1.0
2023-11-27,3623.9885833333333,59724.108499999995,0.0,0.0,288,288,0,1.0
2023-11-28,7680.776083333333,60373.991416666664,0.0,0.0,288,288,0,1.0
2023-11-25,7508.6295,44195.71458333333,0.0,0.0,288,288,0,1.0
2023-11-29,7243.532249999999,63298.48908333333,0.0,0.0,288,288,0,1.0
2023-11-30,8263.573999999999,62595.761,0.0,0.0,288,288,0,1.0
2023-03-28,5537.423333333333,36912.38432190358,0.0,0.0,288,288,0,1.0
2023-12-01,7160.210999999999,63904.14783333333,0.0,0.0,288,288,0,1.0
2023-04-05,6854.596583333333,32322.49875,0.0,0.0,288,288,0,1.0
2023-04-14,9614.029083333333,32733.513166666664,0.0,0.0,288,288,0,1.0
2023-04-17,11155.926916666665,42051.19158333333,0.0,0.0,288,288,0,1.0
2022-03-01,20598.344250861956,0.0,0.0,,0,288,0,0.0
2023-09-12,7089.548916666667,30524.958,0.0,0.0,288,288,0,1.0
2023-09-19,17534.936666666665,38090.48216666666,0.0,0.0,288,288,0,1.0
2022-03-12,30243.597719364323,0.0,0.0,,0,288,0,0.0
2022-03-13,26538.03405002591,0.0,0.0,,0,288,0,0.0
2022-03-14,26208.59084225518,0.0,0.0,,0,288,0,0.0
2022-03-15,15066.003141338331,0.0,0.0,,0,288,0,0.0
2022-03-16,7079.865260496506,0.0,0.0,,0,288,0,0.0
2022-03-17,22985.129686134766,0.0,0.0,,0,288,0,0.0
2022-03-18,26601.836758512756,0.0,0.0,,0,288,0,0.0
2022-03-10,27231.576802097727,0.0,0.0,,0,288,0,0.0
2022-03-20,21469.58496356351,0.0,0.0,,0,288,0,0.0
2022-03-21,9864.188308988412,0.0,0.0,,0,288,0,0.0
2022-03-22,19436.860999999997,0.0,0.0,,0,288,0,0.0
2022-03-23,21271.61708333333,0.0,0.0,,0,288,0,0.0
2022-03-24,16855.803916666668,0.0,0.0,,0,288,0,0.0
2022-03-25,22226.704833333333,0.0,0.0,,0,288,0,0.0
2022-03-26,22587.7525,0.0,0.0,,0,288,0,0.0
2022-03-27,14025.411,0.0,0.0,,0,288,0,0.0
2022-03-28,18032.598416666664,0.0,0.0,,0,288,0,0.0
2022-03-29,18938.212499999998,0.0,0.0,,0,288,0,0.0
2022-03-30,5251.098083333333,0.0,0.0,,0,288,0,0.0
2022-03-31,24099.667749999997,0.0,0.0,,0,288,0,0.0
2022-04-01,22932.395166666665,0.0,0.0,,0,288,0,0.0
2022-04-02,17061.32825,0.0,0.0,,0,288,0,0.0
2023-11-02,13647.963916666666,52781.167166666666,0.0,0.0,288,288,0,1.0
2023-11-04,6126.840083333333,40305.34733333333,0.0,0.0,288,288,0,1.0
2023-10-20,10660.176666666666,48861.696749999996,0.0,0.0,288,288,0,1.0
2022-03-02,12828.436009197769,0.0,0.0,,0,288,0,0.0
2023-10-23,12094.952333333333,50991.00104166666,0.0,0.0,288,288,0,1.0
2023-10-24,6730.258666666667,51195.417916666665,0.0,0.0,288,288,0,1.0
2023-10-25,8875.431833333332,52529.393,0.0,0.0,288,288,0,1.0
2022-03-19,41406.219095909,0.0,0.0,,0,288,0,0.0
